id,text_clean,text_emojis_mapped,text_lemma,n_tokens
1684,jon jones don t want no smoke from aspinal n pavlovich,jon jones don t want no smoke from aspinal n pavlovich,jon jones don t want no smoke from aspinal n pavlovich,11
1685,he only wants stipe  ngannou  or alex   respect his wishes,he only wants stipe  ngannou  or alex   respect his wishes,he only want stipe ngannou or alex respect his wish,10
1686,wow  he just said something wild and off the cuff,wow  he just said something wild and off the cuff,wow he just say something wild and off the cuff,10
1687,stop glazing jon and acting like him  finishing  you wasnt a ped tainted no contest,stop glazing jon and acting like him  finishing  you wasnt a ped tainted no contest,stop glaze jon and act like he finish you be not a ped taint no contest,16
1688,joe rogan got paid off by nasa to support the moon landing,joe rogan got paid off by nasa to support the moon landing,joe rogan get pay off by nasa to support the moon landing,12
1689,greatest ww of all time nobody comes close to,greatest ww of all time nobody comes close to,great ww of all time nobody come close to,9
1690,❤❤❤❤❤❤❤❤❤,emoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heart,emoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heartemoji_heavy_black_heart,1
1691,tbh bisping did the same thing  bisping was meant to fight yoel romero who was the no 1 contender but went on to fight dan anderson and gsp,tbh bisping did the same thing  bisping was meant to fight yoel romero who was the no 1 contender but went on to fight dan anderson and gsp,tbh bisping do the same thing bisping be mean to fight yoel romero who be the no 1 contender but go on to fight dan anderson and gsp,28
1692,best fighter ever,best fighter ever,good fighter ever,3
1693,dc interviewing jj 😂🎉,dc interviewing jj emoji_face_with_tears_of_joyemoji_party_popper,dc interview jj emoji_face_with_tears_of_joyemoji_party_popper,4
1694,bro don t got that confidence no more he fought stipe at 42 while he was 37 5 year difference stipe still did decent but complain bout the 7 year difference when hes the older fighter,bro don t got that confidence no more he fought stipe at 42 while he was 37 5 year difference stipe still did decent but complain bout the 7 year difference when hes the older fighter,bro don t get that confidence no more he fight stipe at 42 while he be 37 5 year difference stipe still do decent but complain bout the 7 year difference when he s the old fighter,37
1695,oblique kicks and eye pokes don t make you pound 4 pound  this is a joke 3 30,oblique kicks and eye pokes don t make you pound 4 pound  this is a joke 3 30,oblique kick and eye poke don t make you pound 4 pound this be a joke 3 30,18
1696,jones avoiding fights and interviews 😂😂😂 same as he tried to avoid consequences for his incidents,jones avoiding fights and interviews emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy same as he tried to avoid consequences for his incidents,jones avoid fight and interview emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy same as he try to avoid consequence for his incident,16
1697,jon jones is a dirty mf 😂 ask all the fighters he s blinded by sticking his fingers in their eye sockets,jon jones is a dirty mf emoji_face_with_tears_of_joy ask all the fighters he s blinded by sticking his fingers in their eye sockets,jon jones be a dirty mf emoji_face_with_tears_of_joy ask all the fighter he s blind by stick his finger in their eye socket,22
1698,he is not worth fighting,he is not worth fighting,he be not worth fight,5
1699,he was defeated mentally  he did have it,he was defeated mentally  he did have it,he be defeat mentally he do have it,8
1700,lost with reyes,lost with reyes,lose with reyes,3
1701,живая легенда,живая легенда,живая легенда,2
1702,uncle dana  😂,uncle dana  emoji_face_with_tears_of_joy,uncle dana emoji_face_with_tears_of_joy,3
1703,федя легендарный,федя легендарный,федя легендарный,2
1704,real talk   alaxio presale looks too good to stay small  elon tweets anything about ai   crypto and alx fits that narrative perfectly  i d rather be early and wrong than late and right,real talk   alaxio presale looks too good to stay small  elon tweets anything about ai   crypto and alx fits that narrative perfectly  i d rather be early and wrong than late and right,real talk alaxio presale look too good to stay small elon tweet anything about ai crypto and alx fit that narrative perfectly I d rather be early and wrong than late and right,33
1705,that really is a who s who of mma history,that really is a who s who of mma history,that really be a who s who of mma history,10
